SHIP'S NAME,AKA,SHIP'S OWNER,VESSEL TYPE,YEAR BUILT,WHERE BUILT,DATE LOST,YEAR,MNTH,DAY,LOCATION LOST,LATITUDE LOST,LONGITUDE LOST,CAUSE OF LOSS,CONSTRUCTION,FLAG,HOME (HAILING) PORT,DEPARTURE PORT,DESTINATION PORT,# CREW,# PASS,LIVES LOST,SHIP VALUE,NATURE OF CARGO,USLSS STATION NAME,MISC INFORMATION
Two Masted Schooner,Dive boat capt nickname,,Schooner 2 masted,,,,,,,Wildwood E 12 mi,38-59-40 N,74-32-00 W,,,,,,,,,,,,Diving wreck,28 ft; Unknown history
Two Pollys,,,Schooner,,,5/1843,1843,5,,,,,Foundered in gale,,,,"New York, NY","Baltimore, MD",,,,,,,
Two Sisters (1747),,,Schooner,,,12/25/1747,1747,12,25,Cape May E 6 mi,,,Stranded,,,"Philadelphia, PA",,"Philadelphia, PA",,,,,,,Refloated
Two Sisters (1884),,,Schooner,1866,"Petersburg, NJ",4/4/1884,1884,4,4,Corsons Inlet bar,,,Stranded,,,"Somers Point, NJ","Hog Island, PA","Corsons Inlet, NJ",3,,0,"$1,600",Oysters,,#24208; Refloated
Two Sisters (1913),,,Schooner,1894,,10/17/1913,1913,10,17,"West Creek, NJ",,,Foundered,,,,,,2,,0,,,,#145676
Typee,,,Brig,,,~1854,1854,,,Absecon,,,Stranded,,,,"Eastport, NY","Philadelphia, PA",,,,,,,Total loss; broke up
U D,,,Schooner,,,1838 - 1878,1860,,,Squan Inlet S 8.5 mi,,,Grounded,,,,,,,,,,,,
U-151,Black Sunday,German Navy,Submarine (U boat),1917,"Hamburg, Germany",6/2/1918,1918,6,2,New Jersey coast,,,"Sank 6 ships on ""Black Sunday""",Steel,Germany,"Hamburg, Germany","Kiel, Germany",War Patrol,56,0,0,,,,Surrendured to France after WWI
U-521,,German Navy,Submarine (U boat),,,6/2/1943,1943,6,2,Five Fathom Bank Lightship SE 85 mi,,,Torpedoed,,Germany,,,,,,,,,,
U-550,,German Navy,Submarine (U boat),,,4/16/1944,1944,4,16,Ambrose Light E 200 mi,40-09-00 N,69-44-0 W,Torpedoed,,Germany,,,,,,,,,,11 survivors
U-853,,German Navy,Submarine (U boat),1943,"Bremen, Germany",5/5/1945,1945,5,5,"Block Island, RI E 7 mi",41-13-00 N,71-27-00 W,Depth charged by several ships,Steel,Germany,"Bremen, Germany",,War Patrol,55,,55,,,,"Sunk after attacking ""Black Point"""
U-869,U-Who,German Navy,Submarine (U boat),1944,"Bremen, Germany",2/11/1945,1945,2,11,Manasquan Inlet E 65 mi,39-32-56 N,73-19-56 W,"Depth charged by ""USS Howard D Crow""",Steel,Germany,"Bremen, Germany",,War Patrol,55,,55,,,,Found by divers in 1991
Udola,,J W Pope & Co,Brig Half,1861,"East Machies, ME",2/14/1871,1871,2,14,Barnegat Inlet S 2 mi,,,Stranded,,,"New York, NY","Catalona, Spain","New York, NY",,,0,,9000 barrels dried fruit,,Broke up
Uh-oh,,,Sailboat,,,7/2/1985,1985,7,2,Hereford Inlet,,,Grounded/overturned,,,,,,4,,0,,,,
Umberto Primo,,,Bark,1878,"Cassano, Italy",3/14/1891,1891,3,14,Sandy Hook Romer Shoal,,,Stranded,Wood,Italy,Castellammare de Stabia. Italy,"Rosario, Argentina","New York, NY",12,,0,"$20,000","Hides, wool",Sandy Hook & Spermaceti Cove,#1196
Undaunted,,,Schooner - Barge,1869,"Bath, ME",12/26/1913,1913,12,26,Forked River LSS NE 1 mi,,,"Foundered; towed by ""Edgar F Luckenbach""",,,"New York, NY","Philadelphia, PA","Providence, RI",5,,5,"$35,000",Coal,"Forked River, NJ","#25179; Total loss; see ""A G Ropes"""
Underwriter,,Kermit &Carew,Passenger liner,1850,"New York, NY",4/18/1854,1854,4,18,Squan Inlet S 4.5 mi,40-01-42 N,73-03-00 W,Stranded in storm,Wood,US,"New York, NY","Liverpool, England","New York, NY",,640,0,"$85,000",,,Refloated
Union (1823),,,,,,~1823,1823,,,Sandy Hook,,,Wrecked,,US,"Londonderry, NS",Bermuda,"New York, NY",,,,,,,
Union (1863),,,Steamship,,,10/16/1863,1863,10,16,Sandy Hook,,,"Collision w/ ""Moses H Grinnell"" and ""James Funk #22""",,US,,,,,,,,,,Partial loss; Hit 2 pilot boats in 1 day
United States (1843),,,Schooner,,,3/15/1843,1843,3,15,"East point, Hereford Bar",,,Stranded,,,,"New Orleans, LA","Philadelphia, PA",,,,,Sugar & molasses,,Total loss
United States (1846),,,Schooner,,,8/1846,1846,8,,Delaware Capes,,,Grounded,,,,,"Boston, MA",,,,,,,Total loss
United States (1937),,,Barge,1916,,5/7/1937,1937,5,7,Bayonne Kill Von Kull,,,Foundered,,,,,,,,,,,,
Urbanus Dart,,,Steamship,1884,"Brunswick, GA",2/22/1909,1909,2,22,Sandy Hook LSS N 800 yds,,,Grounded; Burned,Wood,,"New York, NY",,,6,,0,"$3,500",,Sandy Hook,#25258
V L Keegan,,Spectra Services,Tanker,1931,"Brooklyn, NY",6/3/1989,1989,6,3,Sandy Hook Artificial Reef,40-21-525 N,73-56-110 W,Pushed overboard,Steel,US,NJ AR,SH,15,,,,,,,Hull chopped into pieces
Valchem,,Heron Steamship Co,Oil tanker,1942,"Chester, PA",3/26/1959,1959,3,26,Atlantic City E 20 mi,39-22-50 N,73-59-50 W,"Collision w/ ""Santa Rosa"" in fog",,,,"New York, NY","Houston, TX",39,,1,,In ballast,,#242244; Total loss; 3 missing; 16 injured
Valerie E,,Charles McCullough,Clam boat,1960,"Wildwood, NJ",11/16/1992,1992,11,16,"Fire Island, NY S 3 mi",,,Foundered; sank,Steel,US,,"Belford, NJ","Belford, NJ",3,,3,,,,
Valiant (1823),,,Sloop,,,12/1823,1823,12,,Cape May,,,Stranded,,,,"New Bern, NC","New York, NY",,,,,,,Entered Delaware Bay for shelter
Valiant (1842),,,Schooner,,,7/9/1842,1842,7,9,Sandy Hook,,,Stranded,,,,"Baltimore, MD","New York, NY",,,,,,,Total loss
Valiant (1959),,,Sloop,,,12/1823,1823,12,,Cape May,,,Grounded,,,,"New Bern, NC","New York, NY",,,,,,,
Valparaiso,,,Barge,,,12/20/1940,1940,12,20,Manasquan Inlet ESE 3 mi,40-04-34 N,73-58-32 W,Abandoned in storm,Wood,US,,,,,,,,,,Total loss; one of three barges in tow
Vanaman,,,,,,10/30/1870,1870,10,30,Brigantine Beach,,,,,,,,,5,,0,,Coal,,
VanZandt,,,,,,2/15/1846,1846,2,15,Bet Sandy Hook & Squan Inlet,,,Stranded in gale,,,,,,,,45,,,,Total loss; 1 of 10 vessels lost same day
Vapor (1864),,Sturgis Clearman & Co,Schooner,1854,"Black Rock, CT",11/3/1864,1864,11,3,Sandy Hook,,,"Captured by Confederate ""Olustee""",Oak,,"New York, NY",,,,,,,"Timber, cotton, naval sores",,#4712  Abandoned; Towed to New York
Vapor (1884),,L H Hopkins,Schooner,1854,"Black Rock, CT",5/14/1884,1884,5,14,Barnegat,,,"Collision w/ ""John D Paige"" in fog",Wood,,"New York, NY","Brunswick, GA","New York, NY",,,,,,,#25634
Varanger,,Westfal Larsen & Co,Tanker,1925,"Amsterdam, Netherland",1/25/1942,1942,1,25,Hereford Inlet E 32.5 mi,39-00-30 N,74-05-00 W,Torpedoed; war loss,Steel,Norway,"Bergen, Norway",Curacao,"New York, NY",42,,0,,"10,000 tons oil",,#238
Varuna,,,Schooner,,,5/27/1870,1870,5,27,Cape May Joe Flogger Shoal,,,Grounded,,,"East Machias, ME","Philadelphia, PA","Newburyport, MA",,,,,,,Abandoned
Vaud J,,,Fishing boat,1907,"Wildwood, NJ",5/16/1909,1909,5,16,Hereford Inlet bar,,,Stranded,Wood,,"Somers Point, NJ",,,5,105,0,"$5,000",,,#204197; Refloated
Vaughan,,,,,,~1763,1763,,,Delaware River,,,,,,,"Bristol, ME","Philadelphia, PA",,,,,,,
Vega,,Sunrise Ferries Inc,Ferry boat/barge,1946,"Port Richmond, NY",1/11/1961,1961,1,11,Shark River Breakwater,40-12-00 N,73-57-00 W,Foundered while in tow,Steel,,"New York, NY",,,,,,,,,#249197
Velocity,,,Sloop,,,1838 - 1878,1860,,,Squan Inlet S 10 mi,,,Foundered,,,,,,,,,,,,
Veloz,,,Brig,,,2/12/1881,1881,2,12,Point Pleasant LSS N,,,Stranded,,,"Barcelona, Spain",Puerto Rico,"New York, NY",18,,0,"$3,500",In ballast,Pt Pleasant #10,Total loss
Venezuela,,Red D Line,Steamship,1889,"Philadelphia, PA",2/5/1892,1892,2,5,Brigantine Shoal,39-24-00 N,74-18-00 W,Stranded in snow storm,Steel,US,"Eilmington, DE","LaGuayra, Venezuela","New York, NY",72,,0,"$300,000",Coffee & hides,N & S Brigantine,#161616; Refloated 2/8/1892
Venus,,Frank Well,Barge,1866,,12/27/1894,1894,12,27,,37-30-00 N,75-00-00 W,Foundered in heavy seas,Wood,,"Philadelphia, PA","Norfolk, VA","Providence, RI",4,,,"$14,000",Coal - 1027 tons,,#161628
Venus (1778),,,Merchantman,,,10/5/1778,1778,10,5,Little Egg Harbor Mullica River,39-30-00 N,74-28-00 W,Destroyed by British,,,,,,,,,,Silver plate; silk,,Had been captured by American privateers
Venus (1821),,,Brig,,,1/1821,1821,1,,New Jersey coast,,,Damaged in gale,,,,"Cape Haitien, Haiti","Philadelphia, PA",,,,,,,Crew frostbitten; Cargo damaged
Vera,,,,,,11/26/1932,1932,11,26,"Waretown, NJ",,,,,,,,,,,,,,,#226809
Veronica M,Captain Bill,McAllister Towing,Tug,1950,"Oyster Bay, NY",11/10/2004,2004,11,10,Axel Carlson Artificial Reef,40-03-104 N,73-59-034 W,Scuttled,Steel,US,NJ AR,AXC,107,,,,,,,Sponsor - Herb & Ronnie Segars
Vestris,,Lamport & Holt Line,Passenger cargo ship,1912,"Belfast, Ireland",11/12/1928,1928,11,12,"Hampton Roads, VA E 200 mi",37-38-00 N,70-23-00 W,Cargo shift; Capsized; Sank,Steel,England,"Liverpool, England","New York, NY",Barbados,198,128,111,,,,#131451; Ship was overloaded
Veto,,,Fishing boat,,,7/30/1886,1886,7,30,Sandy Hook S 1 mi,,,Stranded,,,"Keyport, NJ",,,3,,0,"$1,000",,Sandy Hook,#25861
VHFC,MLB-CG44322,U S Coast Guard,Rescue boat,1960,Maryland,5/16/1995,1995,5,16,Garden State South Artificial Reef,39-33-496 N,74-05-991 W,Opened sea cocks,Steel,US,NJ AR,GSS,28,,,,,,,Sponsor - Village Harbor Fishing Club
Viator,,Robert West,Schooner,,,1/20/1864,1864,1,20,Sandy Hook Romer Shoal,,,Capsized in heavy gale,,,"Bridgewater, NJ","Turks Is., West Indies",,,,0,,,,
Vicki-Pat,,Vicki-Pat Inc,Clam dredge,,,10/30/1989,1989,10,30,Atlantic City Artificial Reef,39-15-540 N,74-14-691 W,Opened hull,Steel,US,NJ AR,AC,10,,,,,,,Wood hull w/ steel plates
Victoria,,Rosenbilds Bros,Brig,1858,Rookeck,12/24/1871,1871,12,24,Asbury Park 1st Ave,,,Stranded,,,Norway,"Liverpool, England","New York, NY",10,,,"$18,000",Salt,Long Branch #5,Refloated
Victory (1898),,,Sloop,1853,"Millville, NJ",4/21/1898,1898,4,21,Corsons Inlet LSS S 2 mi,,,Stranded,,,"Bridgeton, NJ",Leesburg,"Ocean City, NJ",2,,0,$100,,,#25713  Refloated
Victory (1928),,White Lobster Co,Motor vessel,1903,"Friendship, ME",1/19/1928,1928,1,19,Barnegat Light NE 1 mi,,,Foundered,Wood,,"Boston, MA","Highlands, NJ",,4,,0,"$5,000",1000 lb fish,,#161942 Total loss
Victory (1953),,Boat Victory Inc,Motor vessel,1945,"N Wildwood, NJ",7/24/1953,1953,7,24,Atlantic City SW 75 mi,,,Burned,,,"Plymouth, MA",,,,,,,,,#247674
Vienna,,Edwin Foster,Sloop,1867,"Deep River, CT",3/16/1884,1884,3,16,Little Beach LSS ENE 3 mi,,,"Struck wreckage of ""Makfield""",,,"Onancock, VA","Hog Island, VA","Little Egg Harbor, NJ",6,,0,"$1,000",Oysters,Little Beach,#25613
Vigalant,,,Steamship,1902,,8/19/1934,1934,8,19,"Jersey City, NJ",,,Burned,,,,,,,,,,,,"Also see ""Malcior"" & ""Climax"""
Viking II,,"DragonGirl, Inc",Fishing Vessel,1980,,10/7/2012,2012,10,7,Cape May SE 75 mi,38-24.07 N,73-14.36 W,Flooded; Sank,Wood,US,"Brick, NJ","Point Pleasant, NJ",Cable Laying,3,,0,"$150,000",,USCG Delaware Bay,#620772; Total loss
Village Bell,,,Schooner,,,12/22/1853,1853,12,22,Absecon Beach,,,Stranded,,,,,,,,,,,,
Village Bride,,James McCarty et al,Schooner,1859,"Boothbay, ME",11/20/1871,1871,11,20,Egg Harbor,,,Wrecked,,,"Westport, CT","New York, NY","Norfolk, VA",,,,,,,Total loss
Villotine,,,Bark,,,12/26/1891,1891,12,26,Squan Beach,,,Stranded,,Italy,,"Genoa, Italy","New York, NY",15,,0,"$22,000",Marble,Squan #9,Refloated
Vincent Paul Pessolano,Anonymous,,Tug,,,9/29/1994,1994,9,29,Garden State North Artificial Reef,39-37-697 N,74-01-113 W,Opened sea cocks,Steel,US,NJ AR,GSN,60,,,,,,,Sponsor - Pessalano Family
Vindal,,A O Anderson,Steamship,1899,,3/22/1918,1918,3,22,Barnegat Inlet South side,,,Stranded,Steel,US,,,,,,,"$360,000",Coffee & hides,,Refloated
Vine,,,Schooner,,,12/1/1844,1844,12,1,Cape May,,,Wrecked,,,"Newburyport, MA","Newburyport, MA","Philadelphia, PA",,,0,,In ballast,,Total loss
Vineyard,,H Schroeder,Schooner,1875,"Newtown, MD",2/26/1886,1886,2,26,Between Absecon & Barnegat,,,Damaged,,US,"Savannah, GA",,,,,,,,,
Vinnie,,,Tug,,,7/14/1986,1986,7,14,Holgate E,,,Sank,Steel,,,"Staten Island, NY","Ocean City, MD",2,,0,,,,Beach HaveN CG responded
Viola,,C C Meigs,M/V Auxilary,,,1/8/1915,1915,1,8,Atlantic City,,,Stranded,,US,,,,,,,"$6,500",,,Vessel lost
Violanino,,,Bark,,,12/27/1871,1871,12,27,Barnegat Beach,,,Stranded,,Italy,,"Genoa, Italy",,,,,,,,Refloated
Violet,,Mills & Jago,Bark,1875,,1/31/1889,1889,1,31,Ship Bottom LSS NE 1 mi,,,Stranded,Wood,,"St John, NB, Canada ","New York, NY","Newport News, VA",,13,0,"$10,000",Staves,Ship Bottom & Harvey Cedars,Refloated
Virgin de Montserrat,,,Bark,,,1/23/1875,1875,1,23,Highlands S 30 mi,,,"Collision w/ ""City of Mexico""",,Spain,,"Havana, Cuba","New York, NY",,,,,,,
Virgina Lee Hickman,,William Thackover,Schooner,1872,"Chester, PA",10/29/1885,1885,10,29,Highlands E,,,Damaged in heavy seas,Wood,,"Philadelphia, PA","Charleston, SC","Linden, NJ",7,,0,"$8,000",Phosphate rock,,#25864
Virginia (1803),,,Ship,,,~1803,1803,,,Sandy Hook S,,,,,US,,"London, England","New York, NY",,,,,,,Total loss; several lives lost
Virginia (1844),,,Schooner,,,3/18/1844,1844,3,18,Sandy Hook,,,"Collision w/ ""Emily""",Wood,US,,"Norfolk, VA","New York, NY",,,3,,Corn; flour,,"Total loss; Brew rescued by ""Emily"""
Virginia (1903),,,Schooner,1895,"New Orleans, LA",4/19/1903,1903,4,19,Little Egg Harbor NE 2 mi,,,Grounded,,,"Norfolk, VA","Hog Island, VA","Tuckerton, NJ",3,,0,"$2,500",Oysters,Little Egg Harbor,#161754; Refloated
Virginia (1942),,,Tanker,,,5/12/1942,1942,5,12,Bayonne,,,Torpedoed,,US,,,"Baton Rouge, LA",14,,14,,,,War loss
Virginia Bedell,,,Fishing boat,1873,"Rockaway, NY",9/20/1888,1888,9,20,Sandy Hook LSS N .25 mi,,,Stranded,Wood,,"Greenport, NY","Port Monmouth, NJ",Fishing service,2,,0,"$1,000",,Sandy Hook,#25880; Refloated
Virginia H Hudson,,,Schooner - Barge,1871,"Brooklyn, NY",9/15/1906,1906,9,15,"Hereford Inlet, NJ",,,Foundered,,,"Newark, NJ",,,4,,0,,,,#24870
Virginia Rulon,,John Cranmer,Schooner Auxiliary,1874,"Tuckerton, NJ",12/5/1901,1901,12,5,"Smith Island, VA",,,Foundered,Wood,,"Tuckerton, NJ","New York, NY","Sulfolk, VA",6,,0,"$5,000",Lumber,Smith Island,#25894; Refloated
Virginius,,,Schooner,,,1/13/1838,1838,1,13,Delaware River above Ponce Creek,,,Wrecked,,,"Bridgeport, CT","Philadelphia, PA","Bridgeport, CT",,,0,,,,Crew saved
Visevica,,Yugoslav Line,Freighter,1964,"Brodogradiliste, Yugoslavia",7/2/1966,1966,7,2,Atlantic City E 20 mi,,,"Collision w/ ""Pioneer Myth""",Steel,Yugoslavia,,"New York, NY","Norfolk, VA",,,0,,,Atlantic City; Manasquan,#6338; Partial loss; Made New York
Visitor (1891),,James Morgan,Tug steam,,,5/5/1891,1891,5,5,"Bramble Point, NJ",,,Burned,,,"Philadelphia, PA","Philadelphia, PA","Delaware City, DE",4,,0,"$4,500",None,,Total loss
Visitor (1920),,,Steamship,1892,,1/2/1920,1920,1,2,"Sewaren, NJ",,,Burned,Steel,,,,,2,,0,,,,
Vista,,,Schooner,,,1/2/1854,1854,1,2,Brigantine Beach South End,39-23-00 N,74-23-30 W,Stranded,,,"Belfast, Ireland","Philadelphia, PA","New York, NY",5,,,,Dried fish,,
Viva,,,Yacht steam,1883,"Bristol, RI",6/6/1908,1908,6,6,Atlantic City LSS E .5 mi,,,Stranded,,,"New York, NY","New York, NY","Atlantic City, NJ",4,,0,"$10,000",None,Atlantic City,Total loss
Vizcaya,Spanish Ship; Stantder,Compania Transatlantica,Passenger cargo ship,1872,"London, England",10/30/1890,1890,10,30,Barnegat Inlet E 8 mi,39-47-261 N,73-55-542 W,"Collision w/ ""Cornelius Hargraves""",Iron,Spain,"Barcelona, Spain","New York, NY","Havana, Cuba",69,17,69,"$400,000",Merchandise,Barnegat,"aka ""Spanish Wreck"" "
Volant,,,Brig,,,5/1836,1836,5,,Delaware River Chester Pier,,,Struck pier,,,,"Leghorn, England","Philadelphia, PA",,,,,Valuable,,Sunk
Volga,,,Schooner,,,1/5/1844,1844,1,5,,39 N,70 W,Abandoned in gale,,,"Scituate, MA","Matanzas, Cuba",,,,0,,,,
Volta,,,Launch,,,8/22/1910,1910,8,22,Egg Harbor,,,,,,,,,2,,0,$250,,Great Egg,Total loss
Vulture HMS,,,Sloop of war,,,2/5/1780,1780,2,5,Sandy Hook,,,Grounded,,England,England,,,,,,,,,Presummed refloated
W & H Wotherspoon,,William Jex & Co.,Schooner,1875,"Parrsboro, NS",12/2/1886,1886,12,2,Barnegat SE 50 mi,,,Damaged in hurricane,,US,"Parrsboro, NS",Ruaton,"New York, NY",,,,,,,#71374; Some damage
W C Davoll,,Castner & Co,Schooner,1864,"Camden, NJ",11/28/1865,1865,11,28,Seven Mile Beach,39-04-00 N,74-44-00 W,Stranded,,US,"Philadelphia, PA","Georgetown, DC","Boston, MA",5,,,,,,Total loss
W C Warner,,William C Warner,Brig Half,1881,"Plympton, NS",10/30/1886,1886,10,30,Bayhead LSS N 1.25 mi,,,Stranded,Wood,Canada,"Plympton, NS","Demerara, British Guiana","New York, NY",8,,0,"$6,000","Hogsheads, Nails",Bayhead & Mantaloking,#80793; Refloated
W D Sanders,,,Schooner,,,1838 - 1878,1860,,,Squan Inlet S 6 mi,,,Stranded,,,,,,,,,,,,Total loss
W E Jenny,,,Canal boat,,,2/10/1885,1885,2,10,Perth Amboy,,,Stranded in Nor'easter,,,"Perth Amboy, NJ",,,0,0,0,$700,,Sandy Hook,Total loss; no one on board
W G Hagstaff  #3,,,Pilot boat,1841,,~ 1855,1855,,,Sandy Hook,,,Collision,,,,,,,,,,,,
W H Aspinwall #21,,,Pilot schooner,,,8/19/1873,1873,8,19,Sandy Hook Lightship ESE 8 mi,,,Collision,,,,,,,,,,,,Returned to NY for repairs
W H Jones,,,Schooner,,,3/2/1876,1876,3,2,Absecon Inlet N,,,Stranded with leak,,,"Jones Landing, James River, VA","Jones Landing, James River, VA","New York, NY",,,,"$4,000",330 cords of wood,330 cords wood,Total loss
W H Reed,,William James,Motor vessel,1905,"Portland, ME",4/4/1935,1935,4,4,Sandy Hook,,,Foundered,,,"Perth Amboy, NJ",,,4,,4,,,,#202117
W J Morris,,,Schooner,,,10/8/1873,1873,10,8,Sandy Hook,,,Stranded,,,"Squan Village, NJ",,,,,,,,,Refloated
W J Romer,,John/James Friend,Pilot boat,1841,"New York, NY",6/20/1863,1863,6,20,Little Egg Harbor,,,Struck a submerged object,,,,,,,,1,"$4,000",,,Sank
W J Stairs,,Alex Roy,Bark,1879,"Maitland, NS",3/2/1882,1882,3,2,Long Branch LSS N 1 mi,40-17-20 N,73-58-20 W,Stranded,Wood,England,"Maitland, NS","Liverpool, England","New York, NY",14,,1,"$30,000",Salt,Long Beach #21,Total loss
W J Townsend,,,Motor vessel diesel,1876,,1/16/1944,1944,1,16,Bayonne,,,Foundered,Concrete,,,,,,,,,,,
W L Steed,,Standard Oil Co of NJ,Oil tanker,1918,"Quincy, MA",2/2/1942,1942,2,2,Fenwick Island E 2.5 mi,38-25-50 N,74-46-06 W,Torpedoed; War loss,Steel,US,"Wilmington, DE","Cartagena, Columbia",,38,,34,,"65,936 barrels crude oil",,Torpedoed & sunk
W M Foster,,,Schooner,,,7/18/1855,1855,7,18,New Jersey coast,,,Stranded,,,,"Alexandria, VA","Boston, MA",,,,,,,
W M Irish,,Atlantic Refining Co,Tanker steam,1917,"Alameda, CA",3/31/1926,1926,3,31,Cape May Overfalls Lightship N 4 mi,,,"Collision w/ ""Cape Cod""",Steel,,"Philadelphia, PA","Philadelphia, PA","San Pedro, CA",32,,0,"$1,000,000",None; in ballast,,#216249
W N Leggett,,,Pilot boat,,,3/7/1870,1870,3,7,"Highlands, NJ",,,Wrecked,,,,,,4,,0,,,,Partial loss
W S French,,,Schooner,,,9/3/1883,1883,9,3,Near Peter's Beach,,,Capsized,,,"Bass River, NJ","Atlantic City, NJ","New Gretna, NJ",12,,0,,,,Refloated; partial loss
W S Jordan,,,Schooner 3 masted,1873,"Newburyport, MA",12/13/1902,1902,12,13,Cape May N 4 mi,,,Grounded in storm,Wood,,"Dennis, MA","Norfolk, VA","New Bedford, MA",7,,0,"$6,000",Coal,Holly Beach & Hereford,#80341; Total loss
W S Lindsay,,Horace Gray,Sailing ship,1854,"Bath, ME",12/13/1863,1863,12,13,Sandy Hook,,,Stranded,Wood,US,"Bath, ME","Havre, France","New York, NY",,300,0,,,,Cargo saved; ship lost
W S Sweet,,,Schooner,,,4/3/1874,1874,4,3,Cold Spring Bar,,,Stranded,,,"Nausemond River, VA",,,,,,,Oysterrs,,Total loss
W W Story,,NJ Pilots Assn,Pilot boat,1874,"Greenport, NY",3/12/1888,1888,3,12,Horseshoe on Sandy Hook,,,Grounded in blizzard,Wood,US,"Jersey City, NJ",,Pilot service,,,0,,,,#80454; Refloated & repaired
Wabamo,,,Schooner,1854,"Wiscasset, ME",3/14/1860,1860,3,14,Sandy Hook,,,Burned,,,,"New York, NY","Rotterdam, Holland",,,,"$30,000",,Sandy Hook #1,Burned up; total loss
Wabash,,,,,,9/27/1850,1850,9,27,Long Beach Island,,,Grounded,,,,"New Orleans, LA","New York, NY",,,,,,,
Wade Hampton (1916),,William Garner,Steamship,1877,"Charleston, SC",11/16/1916,1916,11,16,Cape May,,,Foundered,Wood,,"Philadelphia, PA",,,,,,,,,#80641
Wade Hampton (1923),,William Garner,Steamship,1877,"Charleston, SC",11/16/1923,1923,11,16,Cape May McCries Buoy NW .25 mi,,,Struck submerged object,Wood,,"Philadelphia, PA","Philadelphia, PA","New York, NY",4,,0,"$25,000",None,,#80641; Sank; Total loss
Waikna,,Clark & Caldwell,Yacht steam,1885,"Sunderland, England",12/7/1885,1885,12,7,Sandy Hook LSS W .75 mi,,,Stranded,,England,"Sunderland, England","New York, NY",Spanish Honduras,14,,0,"$25,000",None,Sandy Hook,#90325;  Refloated
Wake,,,Schooner,1867,"Tuckahoe, NY",5/18/1890,1890,5,18,Hereford Inlet LSS N 1 mi,,,Stranded,Wood,,"Philadelphia, PA","Boothbay, ME","Anglesea, NJ",5,,0,"$2,000",Ice,,#26850; Refloated
Wakefield,,,Barge,1885,,5/27/1930,1930,5,27,Delaware River,,,Foundered,,,,,,,,,,,,
Waldorf,,Caldwell's Diving Co,Deck barge,,,12/3/1999,1999,12,3,Little Egg Artificial Reef,39-28-755 N,74-11-287 W,Opened hull,Steel,US,NJ AR,LE,41,,,,,,,Had mounted crane
Walker Armington,,S M Budd,Steamship,1882,"Bath, ME",3/23/1886,1886,3,23,"Highlands, Navasink, NJ",,,Damaged in gale,,,"Rockland, ME","Matanzas, Cuba","New York, NY",,,,,,,#80944
Wallace M French,,,Schooner,1867,"Bass River, NJ",1/13/1884,1884,1,13,Forked River LSS S 2 mi,,,Stranded,,,"Somers Point, NJ","New York, NY","Atlantic City, NJ",3,,0,"$1,000",In ballast,"Forked River, NJ",#26851; Refloated
Walsh,,James A Walsh,Fishing boat,1924,,6/25/1973,1973,6,25,Little Egg Harbor Inlet,,,Collision,Wood,,"Philadelphia, PA",,Fishing service,3,,0,,,,#223530; Total loss
Walter,,,Schooner,,,3/12/1851,1851,3,12,Cold Spring Bar,,,Burned,,US,"Lewes, DE","Philadelphia, PA","Lewes, DE",,,,,,,Total loss
Walter A Merchant,,,Schooner,,,11/25/1849,1849,11,25,"Atlantic City, NJ",,,Stranded,,,"Washington, DC",,,,,,,Naval stores & shingles,,
Walter F Parker,,Bonaparte Shoe,Schooner,1874,"Belfast, ME",9/3/1889,1889,9,3,Cape May 14 Foot Bank,,,Stranded in hurricane,Wood,US,"Philadelphia, PA","Philadelphia, PA","Lynn, MA",7,,7,"$8,000",550 tons coal,,#80419; Total loss
Walter Irving,,,Schooner,1851,"Essex, MA",3/1/1822,1822,3,1,Barnegat Shoal,,,Stranded,,,"South Thomaston, ME","Baltimore, MD","South Thomaston, ME",6,,0,"$11,000",Corn,,Refloated
Walter W Pharo,,A J Collins,,,,11/4/1881,1881,11,4,Sandy Hook E,,,Collision,Wood,US,"Tuckerton, NJ","York River, VA","Wilmington, DE",6,0,0,"$2,500",None,,#26589; Vessel lost
Walters,,,Sailing ship,,,1/16/1807,1807,1,16,Sandy Hook,,,Stranded,,,,"Amsterdam, Neth","New York, NY",,,0,,,,Total loss
Wanderer (1854),,,Schooner,,,12/1854,1854,12,,Sandy Hook,,,Capsized and grounded,,,,,,,,,,,,News boat
Wanderer (1910),,,Steamship,1861,,9/17/1910,1910,9,17,"Cramer Hill, NJ",,,Burned,,,,,,0,0,0,,,,#26609; Total loss
Wapella,,,Schooner,1865,"Brooklyn, NY",11/8/1886,1886,11,8,Sandy Hook False Hook,,,Stranded,,,"New York, NY","New York, NY","Charleston, SC",8,,0,"$6,000",Stone,,#26449; Refloated
Wapello,,Iberian Tanker Co,Tanker steam,1953,"Chester, PA",12/12/1967,1967,12,12,Sandy Hook,,,Stranded,Steel,Panama,Panama,"Naples, Italy","Port Reading, NJ",,,,,40000 tons fuel oil,,Refloated after removing oil
Warn Boys Jr,,,Canal boat,,,6/24/1934,1934,6,24,"Shady Side, NJ",,,Foundered,,,,,,,,,,,,
Warren B Potter,W B Potter,Elioha Gibson,Schooner 3 masted,1879,"Bath, ME",5/21/1885,1885,5,21,Long Beach LSS NE 1.5 mi,,,Stranded in thick fog,Wood,US,"New Bedford, MA","San Domingo, WI","New York, NY",8,,0,"$8,000",Sugar,Long Beach & Bonds,#80723; Refloated
